latitude,longitude,altitude,geometry,@id,historic,memorial,ele,name,name:el,name:en,artist:wikidata,artist_name,material,name:de,name:fr,name:ru,start_date,subject:wikidata,wikidata,wikipedia,artwork_type,description,tourism,inscription,name:es,source,subject:wikipedia,memorial:conflict,artist:wikipedia,wheelchair,artist,name:he,name:pl,name:it,fixme,height,memorial:type,inscription:url,width,addr:city,addr:street,description:el,description:en,man_made,building,colour,artwork_subject,historic:civilization,historic:period
37.9115,23.7450611,,Point,node/4031330757,memorial,,,Ολυμπιακή Αεροπορία,,Olympic Airways,,,,,,,,,,,sculpture,,,OLYMPIC AIRWAYS,,,,,,,,,,,,26,,http://img-s-msn-com.akamaized.net/tenant/amp/entityid/BBB0B7M.img?h=1080&w=1920&m=6&q=60&o=f&l=f,10,,,,,,,,,,
37.9423169,23.6904762,,Point,node/4032217321,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9613739,23.7019941,,Point,node/4037709932,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9765529,23.7385836,,Point,node/4043981624,memorial,,,Το κολαστήριο της Γκεστάπο,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8396908,23.762268,,Point,node/4045645075,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8852777,24.0132291,,Point,node/4112336369,memorial,,,Αφανής ναύτης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9450153,23.6661438,,Point,node/4200845780,memorial,,,Μνημείο Γ. Καραϊσκάκη,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9810641,23.7350567,,Point,node/4209983308,memorial,statue,,Κυβέλη,Κυβέλη,Kyveli,Q16062089,Βάσος Φαληρέας,marble,Kyveli,Kyveli,Кибела,1975,Q317967,Q5197661,el:Κυβέλη (ηθοποιός),,,,,Kyveli,,,,,,,,,Kyveli,,,,,,,,,,,,,,,
37.9451788,23.6664422,,Point,node/4230022976,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9825401,23.7371181,,Point,node/4324847490,memorial,,,Έλλη Λαμπέτη,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
37.9389537,23.6499708,,Point,node/4325930397,memorial,memorial,,Μνημείο Πρωτομαγιάς,,,,,,,,,,,,,,,,Τιμούμε τους νεκρούς ήρωες της τάξης μας που έπεσαν σε τούτο εδώ τον τόπο στις 23 Αυγούστου 1923 – Ε.Κ.Π. – 1 Μάη 1996,,,,,,,,,,,,,,,,,,,,,,,,,
37.9104485,23.711021,,Point,node/4338561742,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9028887,23.719394,,Point,node/4341925521,memorial,statue,,Στρατηγός Στέφανος Σαράφης,,,,Ηρακλής Ξανθόπουλος,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9334876,23.6849006,,Point,node/4347195598,memorial,statue,,Αδριάντας Παύλου Κουντουριώτη,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9736484,23.7509081,,Point,node/4384284823,memorial,,,Μνημείο αγώνων ΕΟΚΑ 1955-1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9894587,23.7709766,,Point,node/4384294344,memorial,,,Νίκος Μπελογιάννης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9751612,23.730763,,Point,node/4384306640,memorial,,,Εις μνήμην των θυμάτων της Μικρασιατικής καταστροφής,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
37.963264,23.7515716,,Point,node/4394189840,memorial,plaque,,Μνημείο εθνικής αντίστασης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0375629,23.7999078,,Point,node/4416055363,memorial,bust,,Νίκος Γούναρης,,,,,,,,,,,,,sculpture,,artwork,Νίκος Γούναρης (1915-1965),,,,,,,,,,,,,,,,Μαρούσι,Κηφισίας,,,,,,,,
37.9699807,23.7290788,,Point,node/4419374489,memorial,,,Αγάλματα από τη Ρωμαϊκή Σκηνή του Θεάτρου του Διονύσου,Αγάλματα από τη Ρωμαϊκή Σκηνή του Θεάτρου του Διονύσου,Statues from the Roman Stage of the Theatre of Dionysus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9753435,23.7223258,,Point,node/4429361299,memorial,,,Emperor Hadrian (117 to 138 AD),,,,,,,,,,,,,,,artwork,,,,,,,yes,,,,,,,statue,,,,,,,,,,,,
37.951015,23.716256,,Point,node/4443025099,memorial,sculpture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9559935,23.7016698,,Point,node/4454686383,memorial,statue,,Ελ. Βενιζέλος,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8823438,23.9324449,,Point,node/4460432218,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9844394,23.7661951,,Point,node/4538208563,memorial,,,Ηρώον,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0306673,23.746719,,Point,node/4562450835,memorial,,,Άγαλμα Τάκη Σινόπουλου,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Νέα Ιωνία,Σινοπούλου,,,,,,,,
37.9815913,23.7273266,,Point,node/4593019692,memorial,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
37.9731053,23.7350885,,Point,node/4788492488,memorial,bust,,Προτομές Ευριπίδη-Σοφοκλή-Αισχύλου,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8214496,23.7729362,,Point,node/4854227101,memorial,war_memorial,,ΜΝΗΜΕΙΟ ΠΕΣΟΝΤΩΝ Λ.Ο.Κ. 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9846976,23.7346986,,Point,node/4881298374,memorial,,,Μνημείο Αλέξανδρου Γρηγορόπουλου,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,Αθήνα,Μεσολογγίου,,,,,,,,
38.1590755,23.7287411,,Point,node/4885998762,memorial,,,Μνημείο εκτελεσθέντων Σαρακατσάνων,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9323315,23.5360499,,Point,node/4934344437,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9721581,23.723566,,Point,node/4944919758,memorial,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Απόσπασμα από το κήρυγμα του Αποστόλου Παύλου στον Άρειο Πάγο. Καινή διαθήκη, Βιβλίο: Πράξεις Αποστόλων 17:22-31","Quote from the sermon by Apostle Paul at the Areopagus Hill. New testament, Acts of the Apostles 17:22-31",,,,,,
38.0831507,23.9788617,,Point,node/5127148226,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statue,,,,,,,,,,,,
38.0913626,23.8199418,,Point,node/5131852744,memorial,,,Άγαλμα Πλαστήρα,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statue,,,,,,,,,,,,
37.9469323,23.5512197,,Point,node/5174547662,memorial,,,Μνημείο Σαλαμινομάχων,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statue,,,,,,,,,,,,
38.030798,23.7480357,,Point,node/5190465132,memorial,bust,,Προτομή Σούλης Σουρή,,,,,,,,,,,,,,,,Σούλη Σουρή Ζωγράφος-Συγγραφέας 1946-1993,,,,,,,,,,,,,,,,Νέα Ιωνία,Λόρδου Βύρωνα,,,,,,,,
38.0429027,23.7421723,,Point,node/5198996653,memorial,bust,,Θεόδωρος Κολοκοτρώνης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Νέα Φιλαδέλφεια,Δεκελείας,,,,,,,,
37.9752889,23.7231886,,Point,node/5223418524,memorial,,,,,,,,,,,,,,,,,,artwork,,,,,,,yes,,,,,,,statue,,,,,,,,,,,,
37.975286,23.7230935,,Point,node/5223418525,memorial,,,,,,,,,,,,,,,,,,artwork,,,,,,,yes,,,,,,,statue,,,,,,,,,,,,
37.9752828,23.7229985,,Point,node/5223418526,memorial,,,,,,,,,,,,,,,,,,artwork,,,,,,,yes,,,,,,,statue,,,,,,,,,,,,
37.9752908,23.7232817,,Point,node/5223418527,memorial,,,,,,,,,,,,,,,,,,artwork,,,,,,,yes,,,,,,,statue,,,,,,,,,,,,
38.0371087,23.7390171,,Point,node/5263291694,memorial,statue,,Ελευθέριος Βενιζέλος,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.982569,23.7646926,,Point,node/5263491643,memorial,,,Προτομή,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0224902,23.8002161,,Point,node/5302585924,memorial,bust,,Ελευθέριος Βενιζέλος,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0167328,23.7401311,,Point,node/5303547994,memorial,statue,,Εύα,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0167846,23.7395947,,Point,node/5303551622,memorial,bust,,Κωνσταντίνος Νικολόπουλος,,,,,,,,,,,,,,,,Κωνσταντίνος Νικολόπουλος Δήμαρχος Αθηναίων 1951-1955,,,,,,,,,,,,,,,,,,,,,,,,,
37.9992657,23.6834857,,Point,node/5343854903,memorial,statue,,Γεώργιος Α. Παπανδρέου,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Αιγάλεω,Θηβών,,,,,,,,
38.0379601,23.7392846,,Point,node/5348064027,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9138928,23.8747752,,Point,node/5353114791,memorial,sculpture,,Mother and child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9733894,24.0092908,,Point,node/5363673121,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0369527,23.7637562,,Point,node/5382962314,memorial,plaque,,Μνημείο του Μπλόκου της Καλογρέζας,,,,,,,,,,,,,,,,"Στην Καλογρέζα σαν περνάς Ξέγνοιαστε εσύ διαβάτη, Με ευλάβεια πρέπει να πατάς, Γιατί σε τούτα τα ληθάρια Έπεσαν για τη λευτεριά 22 παλικάρια (Γιάννης Ρίτσος)",,,,,,,,,,,,,,,,Νέα Ιωνία,Εθνικής Αντιστάσεως,,,,,,,,
38.052533,23.8086129,,Point,node/5409645268,memorial,statue,,Αμαρυσία Άρτεμις,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Μαρούσι,Βασιλίσσης Σοφίας,,,,,,,,
38.080464,23.7361261,,Point,node/5424608284,memorial,statue,,Old Statue,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9774695,23.6470702,,Point,node/5496405129,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0126065,23.7534029,,Point,node/5521204524,memorial,statue,,Μνημείο Εθνικής Αντίστασης,,,,,,,,,,,,,,,,Μνημείο Εθνικής Αντίστασης 1941-1944 ΕΜΠΡΟΣ Ε.Λ.Α.Σ. ΓΙΑ ΤΗΝ ΕΛΛΑΔΑ ΣΤΟΥΣ ΑΓΩΝΙΣΤΕΣ ΠΟΥ ΠΑΛΕΨΑΝ ΓΙΑ ΛΕΥΤΕΡΙΑ ΚΑΙ ΑΝΕΞΑΡΤΗΣΙΑ,,,,,,,,,,,,,,,,Γαλάτσι,Αγίας Γλυκερίας,,,,,,,,
37.949475,23.7366914,,Point,node/5552060572,memorial,bust,,Θεόδωρος Κολοκοτρώνης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9827978,23.7565292,,Point,node/5570525857,memorial,bust,,Λορέντζος Μαβίλης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9866502,23.7349461,,Point,node/5589904461,memorial,sculpture,,Οι Τρεις Έρωτες,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
37.9976686,23.735327,,Point,node/5620703821,memorial,sculpture,,Τρεις Έρωτες,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0338106,23.7373239,,Point,node/5630170020,memorial,statue,,Πατριάρχης Κωνσταντίνος ΣΤ΄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0501101,23.808759,,Point,node/5644345041,memorial,statue,,Σπύρος Λούης,,,,,,,,,,,,,,,,"Σπύρος Λούης, Μαρουσιώτης Ολυμπιονίκης Μαραθωνίου, 1896",,,,,,,,,,,,,,,,Μαρούσι,Κηφισίας,,,,,,,,
37.9399565,23.6991003,,Point,node/5694400774,memorial,bust,,Σωτήρης Περάκης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1546179,23.7499518,,Point,node/5696990728,memorial,,,Μνημείο ΚΕΑΠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9361586,23.6926074,,Point,node/5708619454,memorial,bust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9879676,23.7545782,,Point,node/5735041185,memorial,war_memorial,,,,,,,,,,,,,,,,,,"ΤΙΜΗ ΚΑΙ ΔΟΞΑ
ΣΤΟΥΣ ΗΡΩΙΚΟΥΣ ΜΑΧΗΤΕΣ ΤΟΥ ΚΚΕ ΚΑΙ ΤΟΥ ΕΑΜ-ΕΛΑΣ
ΠΟΥ ΠΟΛΕΜΗΣΑΝ ΤΟ ΔΕΚΕΜΒΡΗ ΤΟΥ 1944
ΕΝΑΝΤΙΑ ΣΤΗΝ ΑΣΤΙΚΗ ΤΑΞΗ
ΚΑΙ ΤΟΝ ΕΓΓΛΕΖΙΚΟ ΙΜΠΕΡΙΑΛΙΣΜΟ

ΚΚΕ",,,,,,,,,,,,,,,,,,,,,,,,,
38.0130631,23.6966485,,Point,node/5762099430,memorial,statue,,Πόντια μάνα,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0140674,23.6948693,,Point,node/5762106053,memorial,statue,,Άγιος Χρυσόστομος Σμύρνης,,,,,,,,,,,,,,,,Ο Άγιος Χρυσόστομος Σμύρνης,,,,,,,,,,,,,,,,,,,,,,,,,
37.9506143,23.6897293,,Point,node/5838320135,memorial,war_memorial,,Μνημείο Πεσόντων,,,,,,,,,,,,,,,,"Εκτελέσθηκαν την 31-8-1944 από τα γερμανικά στρατεύματα κατοχής, Μαχητές του ΕΛΑΣ 12, Σοβιετικοί στρατιώτες-ΕΛΑΣ 3, Πολίτες 11",,,,WW2,,,,,,,,,,,,,,,,,,,,,
37.9177102,23.7040493,,Point,node/5873788442,memorial,,,,,The Phaleron Cremation Memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9181884,23.7055673,,Point,node/5873791938,memorial,,,The Cross of Sacrifice,Ο Σταυρός της Θυσίας,The Cross of Sacrifice,,,,,,,,,,,,,,,,https://www.cwgc.org/find-a-cemetery/cemetery/2022200/CemeteryPlan.ashx?id=2022200,,,,,,,,,,,,,,,,,,cross,,,,,
37.9175092,23.7050792,,Point,node/5873797582,memorial,stone,,Πολεμικό κοιμητήριο Φαλήρου,Λίθος της Μνήμης,Stone of Remembrance,,,,Phaleron Soldatenfriedhof,,Военное кладбище Фалера,,,,,,,,,,https://www.cwgc.org/find-a-cemetery/cemetery/2022200/CemeteryPlan.ashx?id=2022200,,,,,,,,,,,,,,,,,,,,,,,
37.9478557,23.6300466,,Point,node/5901801595,memorial,,,,,,,,marble,,,,,,,,,,,Σ' αυτούς που δώσανε τη ζωή τους για την πατρίδα και την λευτεριά,,,,,,,,,,,,,,,,,,,,,,,,,
37.953162,23.6557743,,Point,node/5905449609,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0464532,23.7664922,,Point,node/5908914549,memorial,bust,,Θεόδωρος Κολοκοτρώνης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9303585,23.7447033,,Point,node/5922171823,memorial,statue,,Γρηγόρης Λαμπράκης,,,,,,,,,,,,,,,,ΓΡΗΓΟΡΗΣ ΛΑΜΠΡΑΚΗΣ,,,,,,,,,,,,,,,,,,,,,,,,,
37.9489409,23.7265598,,Point,node/5939041712,memorial,sculpture,,,,,,,,,,,,,,,,,,"Αν είναι να πεθάνει κανείς
για την πατρίδα και το λαό,
δεύτερος έρχεται ο θάνατος
πρώτη η ΛΕΥΤΕΡΙΑ",,,,,,,,,,,,,,,,,,,,,,,,,
38.0209089,24.0090027,,Point,node/6023328695,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.017713,24.0114981,,Point,node/6028215490,memorial,war_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0170828,24.0096658,,Point,node/6028215499,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0203171,24.0067733,,Point,node/6028215506,memorial,war_memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.019747,24.005454,,Point,node/6028215507,memorial,person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9656522,23.6436783,,Point,node/6111090829,memorial,memorial,,Μάντρα Μπλόκου Κοκκινιάς,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9517538,23.5276704,,Point,node/6506548450,memorial,,,Battle of Salamis Memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0015539,23.7193593,,Point,node/6517699952,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9388823,23.6403955,,Point,node/6522222972,memorial,statue,,Μνημείο του Αφανούς Ναυτικού,,,,Γεώργιος Ρούσης,metal,,,,2019-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9733401,23.7081083,,Point,node/6538470600,memorial,,,Σταύρος Καλέργης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9804935,23.7338424,,Point,node/6540927365,memorial,statue,,Πατριάρχης Γρηγόριος Ε΄,,,,,marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9805508,23.7343071,,Point,node/6549122886,memorial,sculpture,,Παναγιώτης Κανελλόπουλος,,,,,marble,,,,,,,,,,,"ΠΑΝΑΓΙΩΤΗΣ Κ. ΚΑΝΕΛΛΟΠΟΥΛΟΣ
1902-1986
ΠΡΩΘΥΠΟΥΡΓΟΣ ΤΗΣ ΕΛΛΑΔΟΣ
ΚΑΘΗΓΗΤΗΣ ΠΑΝΕΠΙΣΤΗΜΙΟΥ
ΑΚΑΔΗΜΑΪΚΟΣ

Μόνον ιδέες, όπως η Ελλάς και η Ελευθερία, είναι δυνατόν να συνδέουν τη ματαιότητα με το αιώνιο.
Π.Κ.",,,,,,,,,,,,,,,,,,,,,,,,,
37.9807001,23.7343636,,Point,node/6564882103,memorial,bust,,Ασπασία,,,,,marble,,,,,,,,,,,ΑΣΠΑΣΙΑ,,,,,,,,,,,,,,,,,,,,,,,,,
37.9617059,23.7223168,,Point,node/6606589077,memorial,war_memorial,,Μνημείο Εθνικής Αντίστασης,,,,,stone,,,,,,,,,,,"ΕΔΩ ΕΚΤΕΛΕΣΤΗΚΑΝ ΣΤΙΣ 29-8-1944
ΑΠΟ ΤΟΥΣ ΓΕΡΜΑΝΟΥΣ ΦΑΣΙΣΤΕΣ
ΟΙ 6 ΕΠΟΝΙΤΕΣ ΠΟΥ ΠΟΛΕΜΗΣΑΝ
ΓΙΑ ΤΗΝ ΛΕΥΤΕΡΙΑ ΤΗΣ ΠΑΤΡΙΔΑΣ

ΑΓΓΕΛΙΚΗ ΚΟΥΛΑ – ΞΑΝΘΟΥΛΑ
ΓΑΒΑΛΑΣ ΜΑΡΚΟΣ
ΔΗΜΗΤΡΙΑΔΗΣ ΚΩΣΤΑΣ
ΙΩΑΝΝΙΔΗΣ ΤΑΣΟΣ
ΚΑΠΟΤΑΣ ΠΕΤΡΟΣ
ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΠΑΥΛΟΣ",,,,,,,,,,,,,,,,,,,,,,,,,
37.9883965,23.7321503,,Point,node/6614268646,memorial,bust,,Λέλα Καραγιάννη,,,,,marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9631688,23.7512554,,Point,node/6753536569,memorial,statue,,Αρχιεπίσκοπος Αθηνών Χρυσόστομος ο Β',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.991023,23.7350399,,Point,node/6779909236,memorial,bust,,,,,,,,,,Отто Бенндорфу,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9631339,23.7509507,,Point,node/6782939536,memorial,bust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9814047,23.7335507,,Point,node/7137782812,memorial,statue,,,,,,,marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9260356,23.6911508,,Point,node/7294330029,memorial,war_memorial,,Μνημείο Ήβης Αθανασιάδου,,Ivis Athanasiadou Memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9252498,23.6970844,,Point,node/7314713569,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9264889,23.6886679,,Point,node/7413423332,memorial,,,Μνημείο Πεσόντων εφέδρων Κωνσταντινουπολιτών Β' ΠΠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9918181,23.7358139,,Point,node/7475564021,memorial,war_memorial,,"Ηρώο των πεσόντων στην Ελλάδα Βρετανών, Αυστραλών και Νεοζηλανδών κατά τον Β' Παγκόσμιο Πόλεμο","Ηρώο των πεσόντων στην Ελλάδα Βρετανών, Αυστραλών και Νεοζηλανδών κατά τον Β' Παγκόσμιο Πόλεμο","Memorial of the fallen British, Australians and New Zealanders in Greece during the Second World War.",Q16062089,Βάσος Φαληρέας,marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,
37.998548,23.7843458,,Point,node/7575743175,memorial,statue,,Αλέξανδρος Παπάγος,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0589008,23.7928281,,Point,node/7667886781,memorial,bust,,Σοφοκλής Βενιζέλος,,,,,,,,,,,,,,,,"ΣΟΦΟΚΛΗΣ ΒΕΝΙΖΕΛΟΣ
1894-1964",,,,,,,,,,,,,,,,,,,,,,,,,
38.0218738,23.7976049,,Point,node/7691584941,memorial,statue,,Θεόδωρος Κολοκοτρώνης,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0355314,23.9808994,,Point,node/7756484534,memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9749833,23.7499149,,Point,node/7785517565,memorial,,,,,,,,marble,,,,,,,,,,,ΤΟΙΣ ΚΟΙΝΩΝ ΡΗΜΑΣΙ ΕΣ ΚΥΠΡΟΝ,,,,,,,,,,,,,,,,,,,,,,black,,,
37.9609294,23.7525587,,Point,node/7786947209,memorial,war_memorial,,Μνημείο Πεσόντων,,,,,marble,,,,,,,,,,,ΩΣ ΚΑΛΛΙΟΝ ΥΠΕΡ ΠΑΤΡΙΔΟΣ ΚΑΙ ΕΛΕΥΘΕΡΙΑΣ ΘΝΗΣΚΕΙΝ Η ΖΗΝ ΜΕΤΑ ΔΟΞΙΑΣ,,,,,,,,,,,,,,,,,,,,,,,,,
38.0056626,23.7000451,,Point,node/7793306921,memorial,bust,,Πύρρος,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9600028,23.6318188,,Point,node/7800904638,memorial,bust,,Προτομή του Θεμιστοκλή,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9331293,23.6465062,,Point,node/7801917593,memorial,,,,,,,,,,,,,,,,bust,,artwork,,,,,,,,,,,,,,,,,,,,,,,,Κωνσταντίνος Βολονάκης,,
37.962965,23.4949772,,Point,node/7811034807,memorial,statue,,Μνημείο πεσόντων,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9629741,23.4950912,,Point,node/7811034808,memorial,statue,,Καραισκάκης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9629693,23.4950348,,Point,node/7811034809,memorial,statue,,Αφανούς Νάυτη,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9724427,23.7390025,,Point,node/7813656989,memorial,bust,,Διονύσιος Σολωμός,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9722972,23.7377052,,Point,node/7813657427,memorial,bust,,Ζαν Μορεάς,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9734161,23.7371558,,Point,node/7813657432,memorial,bust,,Ιωάννης Καποδίστριας,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9727344,23.7372617,,Point,node/7813657433,memorial,bust,,Ιωάννης-Γαβριήλ Εϋνάρδος,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9729109,23.7359032,,Point,node/7813657499,memorial,bust,,Σπυρίδων Σαμάρας,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9735032,23.7367828,,Point,node/7813657521,memorial,bust,,Αριστοτέλης Βαλαωρίτης,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9417986,23.6465975,,Point,node/7817299726,memorial,,,Μενέλαος Παλάντιος,,,,Π.ΤΖΑΝΟΥΛΙΝΟΣ,,,,,,,,,bust,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9939902,23.7370489,,Point,node/7852511801,memorial,war_memorial,,Μνημείο Πεσόντων Ιερού Λόχου,,,,,marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9918926,23.7358269,,Point,node/7852511804,memorial,statue,,Άγαλμα Αθηνάς,,,,,marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0408688,23.979508,,Point,node/7857395361,memorial,plaque,,Πυρκαγιά 23 Ιουλίου 2018,,Wildfire 23rd July 2018,,,concrete,Waldbrand 23. Juli 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
