latitude,longitude,altitude,geometry,@id,amenity,denomination,name,religion,name:de,name:en,name:pl,name:ru,wheelchair,wikidata,wikipedia,historic,tourism,note,name:el,source,building,addr:city,addr:housename,addr:housenumber,addr:postcode,addr:street,survey:date,addr:country,short_name,official_name,operator,description,level,phone,alt_name,start_date,opening_hours,website
38.1460193,23.6465466,,Point,node/1166233225,place_of_worship,,Αγία Παρασκευή Φυλής,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1400114,23.7591359,,Point,node/1166236205,place_of_worship,,Μ.Κοίμηση Θεοτόκου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1516769,23.6764078,,Point,node/1166298653,place_of_worship,,Αγία Παρασκευή,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9697157,23.8111233,,Point,node/1171076429,place_of_worship,greek_orthodox,Μ. Αστερίου (Ταξιαρχών),christian,,Monastery of Taxiarches Asterion,,,,,,monastery,attraction,,,,,,,,,,,,,,,,,,,,,
37.9420246,23.7783366,,Point,node/1172307009,place_of_worship,georgian_orthodox,Μ. Αγίου Ιωάννη Καρέα,christian,,St. John Karea Monastery,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0027937,23.8367713,,Point,node/1172312913,place_of_worship,greek_orthodox,Μονή Αγίου Ιωάννου Κυνηγού,christian,,Monastery of St. John Hunter,,,,,,,,Γιορτάζει 29 Αυγούστου,,,,,,,,,,,,,,,,,,,,
37.9963496,23.7145943,,Point,node/1172351459,place_of_worship,greek_orthodox,Αγία Ελεούσα,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9523991,23.7842849,,Point,node/1172355048,place_of_worship,georgian_orthodox,Άγιος Γεώργιος Κουταλάς,christian,,Saint George Koutalas,,,,,,,,,Ιερά Μονή Αγίου Γεωργίου Κουταλά,,,,,,,,,,,,,,,,,,,
38.0881233,23.8643905,,Point,node/1172512642,place_of_worship,georgian_orthodox,Μ. Αγίου Παντελεήμονα,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0948269,23.8655749,,Point,node/1172515427,place_of_worship,georgian_orthodox,Άγιος Λουκάς,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0960377,23.865157,,Point,node/1172517433,place_of_worship,georgian_orthodox,Άγιος Νικήτας,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0982895,23.8637359,,Point,node/1172518465,place_of_worship,georgian_orthodox,Προφήτης Ηλίας,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.074382,23.8735473,,Point,node/1172541112,place_of_worship,georgian_orthodox,Άγιος Ιωάννης Λατόμος,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0297951,23.7367471,,Point,node/1175415330,place_of_worship,,Αγία Ευφημία,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0492885,23.9094561,,Point,node/1175897984,place_of_worship,georgian_orthodox,Μ. Αγίου Νικολάου Καλισσίων,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0705512,23.8771543,,Point,node/1177468265,place_of_worship,greek_orthodox,Άγιος Νικόλαος,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0705082,23.8772846,,Point,node/1177468270,place_of_worship,greek_orthodox,Άγιος Σπυρίδωνας,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1220518,23.9417562,,Point,node/1182468315,place_of_worship,,Μ. Αγίου Γεωργίου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0477056,23.7377325,,Point,node/1184106555,place_of_worship,greek_orthodox,Άγιος Γεώργιος,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9523466,23.7532657,,Point,node/1440389511,place_of_worship,greek_orthodox,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9736503,23.7253566,,Point,node/1565622209,place_of_worship,greek_orthodox,Αγία Άννα,christian,,St. Anna,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
38.0042587,23.7120953,,Point,node/1565622480,place_of_worship,greek_orthodox,ΑΓ. ΔΗΜΗΤΡΙΟΣ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9765162,23.7077356,,Point,node/1565622648,place_of_worship,greek_orthodox,Άγιος Ιωάννης Πρόδρομος,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9985191,23.6986726,,Point,node/1565622797,place_of_worship,greek_orthodox,"ΑΓ. ΝΙΚΟΛΑΟΣ ""ΧΩΣΤΟΣ""",christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9738309,23.7251794,,Point,node/1565622881,place_of_worship,greek_orthodox,Αγία Παρασκευή,christian,,St. Paraskevi,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9872351,23.6958557,,Point,node/1565622944,place_of_worship,greek_orthodox,ΑΓ. ΣΑΒΒΑΣ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.984199,23.7684761,,Point,node/1565622993,place_of_worship,greek_orthodox,ΑΓ. ΣΟΦΙΑ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9950032,23.7515417,,Point,node/1565623063,place_of_worship,greek_orthodox,ΑΓ. ΣΤΥΛΙΑΝΟΣ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9662062,23.7505781,,Point,node/1565623168,place_of_worship,greek_orthodox,ΑΓ. ΦΑΝΟΥΡΙΟΣ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9949993,23.7482838,,Point,node/1565623204,place_of_worship,greek_orthodox,ΑΓ. ΦΑΝΟΥΡΙΟΣ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9565674,23.7234868,,Point,node/1565623311,place_of_worship,greek_orthodox,ΑΝΑΛΗΨΗ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9574803,23.7251975,,Point,node/1565623323,place_of_worship,armenian_apostolic,ΑΡΜΕΝΙΚΗ ΕΚΚΛΗΣΙΑ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9982786,23.7124525,,Point,node/1565623427,place_of_worship,greek_orthodox,Αγιος Νικόλαος Κολοκυνθού,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9923767,23.7160876,,Point,node/1565623571,place_of_worship,greek_orthodox,ΚΟΙΜΗΣΗ ΤΗΣ ΘΕΟΤΟΚΟΥ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9914488,23.7255328,,Point,node/1565623729,place_of_worship,catholic,ΧΡΙΣΤΟΥ ΣΩΤΗΡΟΣ,christian,,,,,,,,,,,,geodata.gov.gr,,,,,,,,,,,,,,,,,,
37.9336116,23.7565779,,Point,node/1708214141,place_of_worship,,Παρεκκλήσι Αγίας Παρασκευής,christian,,,,,,,,,,,Παρεκκλήσι Αγίας Αικατερίνης,,,,,,,,,,,,,,,,,,,
38.1589173,23.9596539,,Point,node/1894689337,place_of_worship,greek_orthodox,Ι. Ν. Αγίου Ιωάννη,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8743158,24.0185866,,Point,node/2224175818,place_of_worship,greek_orthodox,Ag. Marina Church,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0731628,23.8139603,,Point,node/2326785272,place_of_worship,greek_orthodox,Παναγίτσα,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0893148,23.8175857,,Point,node/2367366198,place_of_worship,greek_orthodox,Ευαγγελίστρια,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9168274,24.0218319,,Point,node/2391797106,place_of_worship,greek_orthodox,Παναγία,christian,,Panagia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0438769,23.904475,,Point,node/2402240303,place_of_worship,greek_orthodox,Ανάληψη,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1079692,23.7495982,,Point,node/2418050521,place_of_worship,greek_orthodox,,christian,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,
37.9544425,23.9958969,,Point,node/2426918086,place_of_worship,greek_orthodox,Άγιος Ιωάννης Πρόδρομος,christian,,Agios Ioannis Prodromos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0700511,23.8018412,,Point,node/2514773368,place_of_worship,greek_orthodox,Αγία Παρασκευή,christian,,Agia Paraskevi,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
38.0518479,23.7591796,,Point,node/2544104313,place_of_worship,greek_orthodox,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.063268,23.7387734,,Point,node/2585640186,place_of_worship,greek_orthodox,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0768175,23.8068841,,Point,node/2599952493,place_of_worship,catholic,Catholic Archdiocese of Athens,christian,,,,,,,,,,,,,,Κηφισιά,Καθολική Αρχιεπισκοπή Αθηνών,4,14561,Κοκκινάκη,,,,,,,,,,,,
38.0802217,23.7401864,,Point,node/2631029304,place_of_worship,greek_orthodox,,christian,,,,,,,,,,,,,,,,,,,2014-01-16,,,,,,,,,,,
38.0644969,23.8271732,,Point,node/2728383332,place_of_worship,greek_orthodox,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0097422,23.8343732,,Point,node/2739190757,place_of_worship,greek_orthodox,Άγιος Κοσμάς,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1340586,23.778821,,Point,node/2753595652,place_of_worship,greek_orthodox,Αγία Κυριακή,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9863115,23.6458223,,Point,node/2786680351,place_of_worship,greek_orthodox,ΑΓ.ΣΤΥΛΙΑΝΟΣ,christian,,Ag. Stylianos,,,,,,,,,,,,Κορυδαλλός,,79,18122,Παπαδιαμάντη,,,,,,,,,,,,
38.0463201,23.7313673,,Point,node/2850658944,place_of_worship,greek_orthodox,Ιερός Ναός Αγίων Μυροφόρων & Νικοδήμου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0144919,23.8333268,,Point,node/2852916740,place_of_worship,greek_orthodox,Ιερός Ναός Αγίου Ανδρέου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.021267,23.8316655,,Point,node/2852918278,place_of_worship,greek_orthodox,Ιερός Ναός Αγίου Δημητρίου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0478531,23.8444502,,Point,node/2852927295,place_of_worship,greek_orthodox,Ιερός Ναός Μεταμορφώσεως του Σωτήρος,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.059306,23.8570911,,Point,node/2852927569,place_of_worship,greek_orthodox,Ιερός Ναός Αγίας Παρασκευής,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9805636,23.7243602,,Point,node/2878494164,place_of_worship,,Ι.Ναός 3 Ιεραρχών,christian,,,,,,,,,,,,,,Αθήνα,,4,10552,Μενάνδρου,,GR,,,,,,,,,,
37.8871524,23.9322332,,Point,node/2974649270,place_of_worship,greek_orthodox,Ι.Ν.Αγ.Νικολάου,christian,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,
37.9076363,23.9334255,,Point,node/3050714082,place_of_worship,greek_orthodox,Ι.Ν.Παναγίας Βαραμπά,christian,,,,,,,,,,,,,basilica,,,,,,,,,,,,,,,,,
38.0261636,23.8736798,,Point,node/3101538089,place_of_worship,,Κοίμηση της θεοτόκου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9594023,23.8580025,,Point,node/3278188619,place_of_worship,greek_orthodox,St. Anargyroi,christian,,,,,,,,,,,Ιερός Ναός Αγίων Αναργύρων,,,,,,,,,,,,,,,,,,,
38.0028935,23.9007159,,Point,node/3366595180,place_of_worship,greek_orthodox,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.959007,23.6933392,,Point,node/3504283272,place_of_worship,greek_orthodox,Παναγία Πορταϊτισσα,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0756223,23.6950387,,Point,node/3533099802,place_of_worship,,Άγιος Νικόλαος,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1275944,23.8814481,,Point,node/3565807222,place_of_worship,greek_orthodox,Ιερός Ναός Μεταμορφώσεως του Σωτήρος,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.125308,23.8785744,,Point,node/3565807234,place_of_worship,greek_orthodox,Ιερός Ναός Κοιμήσεως Θεοτόκου (16ου-17ου αιώνα),christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1266102,23.8787328,,Point,node/3565811997,place_of_worship,greek_orthodox,Ιερός Ναός Κοιμήσεως Θεοτόκου - Άξιον Εστί,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1349459,23.8713682,,Point,node/3565815487,place_of_worship,greek_orthodox,Ιερός Ναός Προφήτη Ηλία,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1391549,23.8799404,,Point,node/3567147665,place_of_worship,greek_orthodox,Ιερός Ναός Αγίου Κωνσταντίνου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1318184,23.9051666,,Point,node/3567190834,place_of_worship,greek_orthodox,Ιερός Ναός Αγίας Παρασκευής,christian,,,,,,,,,,,,,,Σταμάτα,,,14575,,,,,,,,,,,,,
38.1393184,23.8725697,,Point,node/3567220144,place_of_worship,greek_orthodox,Ιερός Ναός Αγίας Παρασκευής,christian,,,,,,,,,,,,,,Άγιος Στέφανος,,,14565,,,,,,,,,,,,,
38.1577971,23.8872682,,Point,node/3567237430,place_of_worship,greek_orthodox,Ξωκλήσι  Αγίας Τριάδας,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1409413,23.8569718,,Point,node/3573335693,place_of_worship,greek_orthodox,Ιερός Ναός Κοιμήσεως Θεοτόκου και Αγίου Στεφάνου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1379685,23.8652814,,Point,node/3573345593,place_of_worship,greek_orthodox,Ιερός Ναός Αγίου Δημητρίου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0939307,23.7004592,,Point,node/3579389667,place_of_worship,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1330923,23.8604252,,Point,node/3606163043,place_of_worship,greek_orthodox,Ιερός Ναός Κοιμήσεως Θεοτόκου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9590825,23.798839,,Point,node/3672010010,place_of_worship,,Εκκλησάκι Ανάληψης (υπόσκαφο),christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9752341,23.7319672,,Point,node/3676942871,place_of_worship,greek_orthodox,Αγία Δύναμη,christian,,Holy Power,,,yes,,,,,Χτίστηκε κατά τα πρώτα χρόνια της Οθωμανικής κατοχής.,,,,,,,,,,,,,,,,,,,,
37.9396286,23.7133582,,Point,node/3718688243,place_of_worship,greek_orthodox,Εκκλησάκι Αγίας Παρασκευής,christian,,,,,,,,,,,,,,,,,,,,,Αγία Παρασκευή,,,,,,,,,
37.9530534,23.6092355,,Point,node/3725983976,place_of_worship,,Αγ. Γεώργιος,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.015917,23.7783573,,Point,node/3735775962,place_of_worship,,Αγία Αναστασία,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8379573,23.9926088,,Point,node/3735857238,place_of_worship,greek_orthodox,Άγιος Αθανάσιος,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0273694,23.9823623,,Point,node/3749158987,place_of_worship,greek_orthodox,Αγία Βαρβάρα,christian,,Aghia Varvara,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.8143917,23.9378659,,Point,node/3773053989,place_of_worship,,Μονή Αγίας Σκέπης,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0615428,23.7815892,,Point,node/3777204644,place_of_worship,,Μονη΄Αγίου Στεφάνου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0583936,23.7802245,,Point,node/3777204807,place_of_worship,,Μονή Αγίου Αντωνίου,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0567648,23.782851,,Point,node/3777205213,place_of_worship,,Παναγία Θεοτόκος,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.1383161,23.8167135,,Point,node/3781074064,place_of_worship,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.9759019,23.628818,,Point,node/3784595834,place_of_worship,greek_orthodox,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0493095,23.8540375,,Point,node/3878970163,place_of_worship,greek_orthodox,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
